Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,Over18,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
36,No,Travel_Rarely,Sales,1,2,1,857,Male,Sales Executive,4,Married,6201,Y,14,3,4,80,18,2,18,4,11
32,No,Travel_Rarely,Sales,13,4,1,859,Male,Sales Executive,4,Divorced,4403,Y,11,3,3,80,8,2,5,0,3
30,No,Travel_Frequently,Research & Development,5,4,1,861,Male,Research Scientist,4,Divorced,3761,Y,12,3,2,80,10,2,5,0,3
53,No,Travel_Rarely,Sales,7,2,1,862,Female,Sales Executive,4,Married,10934,Y,18,3,4,80,35,3,5,0,4
45,No,Travel_Rarely,Sales,9,3,1,864,Male,Sales Executive,1,Divorced,10761,Y,12,3,3,80,18,3,5,0,2
32,No,Travel_Rarely,Research & Development,8,2,1,865,Female,Research Scientist,3,Married,5175,Y,12,3,3,80,9,2,5,1,3
52,No,Travel_Frequently,Research & Development,25,4,1,867,Female,Manufacturing Director,4,Married,13826,Y,22,4,3,80,31,3,9,0,0
37,No,Travel_Rarely,Sales,16,4,1,868,Male,Sales Executive,3,Divorced,6334,Y,19,3,4,80,9,3,1,0,0
28,No,Travel_Rarely,Human Resources,8,2,1,869,Male,Human Resources,4,Divorced,4936,Y,13,3,4,80,6,3,5,0,4
22,No,Travel_Rarely,Research & Development,1,2,1,872,Male,Manufacturing Director,4,Married,4775,Y,22,4,1,80,4,1,2,2,2
44,No,Travel_Rarely,Research & Development,8,4,1,874,Male,Laboratory Technician,4,Married,2818,Y,24,4,3,80,10,2,3,0,2
42,No,Travel_Frequently,Research & Development,2,1,1,875,Male,Research Scientist,4,Single,2515,Y,14,3,4,80,8,3,2,2,2
36,No,Travel_Rarely,Human Resources,8,3,1,878,Male,Human Resources,1,Married,2342,Y,21,4,3,80,6,3,5,0,3
25,No,Travel_Rarely,Sales,3,1,1,879,Male,Sales Executive,1,Married,4194,Y,18,3,4,80,5,3,5,0,3
35,No,Travel_Rarely,Research & Development,9,3,1,880,Female,Manufacturing Director,3,Married,10685,Y,20,4,2,80,17,3,17,5,15
35,Yes,Travel_Frequently,Research & Development,25,4,1,881,Female,Research Scientist,2,Divorced,2022,Y,19,3,1,80,10,2,10,7,8
32,No,Non-Travel,Research & Development,1,3,1,882,Male,Laboratory Technician,4,Divorced,2314,Y,12,3,2,80,4,3,3,0,2
25,No,Travel_Rarely,Sales,4,1,1,885,Male,Sales Executive,1,Married,4256,Y,12,3,1,80,5,4,5,0,3
49,No,Travel_Rarely,Research & Development,1,3,1,887,Female,Research Scientist,1,Married,3580,Y,16,3,2,80,7,3,4,0,2
24,No,Non-Travel,Research & Development,4,1,1,888,Male,Laboratory Technician,4,Married,3162,Y,17,3,4,80,6,2,5,3,4
32,No,Travel_Frequently,Sales,5,2,1,889,Male,Sales Executive,2,Married,6524,Y,14,3,4,80,10,3,10,5,3
38,No,Travel_Rarely,Sales,9,3,1,893,Male,Sales Representative,2,Married,2899,Y,19,3,4,80,3,3,2,1,2
42,No,Travel_Rarely,Research & Development,3,3,1,894,Female,Laboratory Technician,4,Married,5231,Y,13,3,2,80,17,2,5,1,3
31,No,Travel_Rarely,Research & Development,11,4,1,895,Male,Research Scientist,4,Married,2356,Y,19,3,2,80,8,3,6,0,2
29,Yes,Travel_Rarely,Sales,1,3,1,896,Female,Sales Representative,3,Divorced,2800,Y,19,3,3,80,5,3,3,0,2
53,No,Travel_Rarely,Sales,8,3,1,897,Male,Sales Executive,4,Married,11836,Y,14,3,3,80,28,3,2,2,2
35,No,Travel_Rarely,Research & Development,25,3,1,899,Male,Manufacturing Director,2,Married,10903,Y,16,3,1,80,16,3,13,4,8
37,No,Travel_Frequently,Sales,21,2,1,900,Female,Sales Representative,4,Married,2973,Y,15,3,2,80,10,3,5,0,0
53,No,Travel_Rarely,Research & Development,23,4,1,901,Female,Research Director,4,Single,14275,Y,18,3,3,80,33,3,12,3,8
43,No,Travel_Frequently,Research & Development,1,3,1,902,Female,Healthcare Representative,4,Married,5562,Y,13,3,2,80,12,2,5,2,2
47,No,Travel_Rarely,Sales,2,2,1,903,Female,Sales Executive,4,Married,4537,Y,22,4,1,80,8,3,7,7,7
37,No,Non-Travel,Sales,19,2,1,904,Male,Sales Executive,2,Single,7642,Y,13,3,4,80,10,3,10,0,9
50,No,Non-Travel,Research & Development,2,4,1,905,Male,Manager,1,Divorced,17924,Y,11,3,4,80,31,3,31,14,7
39,No,Travel_Rarely,Human Resources,2,3,1,909,Female,Human Resources,4,Married,5204,Y,11,3,3,80,13,3,5,0,4
33,No,Travel_Rarely,Human Resources,3,2,1,910,Male,Human Resources,2,Divorced,2277,Y,11,3,3,80,7,4,4,0,3
32,Yes,Travel_Rarely,Research & Development,25,4,1,911,Male,Laboratory Technician,4,Single,2795,Y,24,4,3,80,1,1,1,0,1
29,No,Travel_Rarely,Research & Development,7,1,1,912,Female,Laboratory Technician,4,Divorced,2532,Y,14,3,3,80,8,3,4,0,3
44,No,Travel_Rarely,Research & Development,9,2,1,913,Male,Research Scientist,1,Married,2559,Y,13,3,4,80,8,3,8,7,1
28,No,Travel_Rarely,Sales,5,4,1,916,Male,Sales Executive,4,Single,4908,Y,14,3,2,80,4,3,4,0,2
58,Yes,Travel_Frequently,Research & Development,2,1,1,918,Male,Laboratory Technician,4,Divorced,2380,Y,14,3,4,80,3,2,1,0,0
43,No,Travel_Rarely,Research & Development,8,3,1,920,Female,Manufacturing Director,2,Divorced,4765,Y,21,4,3,80,4,4,1,0,0
20,Yes,Travel_Rarely,Sales,2,3,1,922,Female,Sales Representative,3,Single,2044,Y,13,3,4,80,2,2,2,0,2
21,Yes,Travel_Rarely,Research & Development,18,1,1,923,Female,Research Scientist,4,Single,2693,Y,19,3,1,80,1,2,1,0,0
36,No,Travel_Rarely,Research & Development,14,1,1,924,Male,Healthcare Representative,4,Married,6586,Y,17,3,1,80,17,2,16,4,11
47,No,Travel_Rarely,Sales,2,4,1,925,Female,Sales Representative,4,Single,3294,Y,18,3,1,80,3,2,3,1,2
22,Yes,Travel_Rarely,Research & Development,3,1,1,926,Female,Manufacturing Director,3,Married,4171,Y,19,3,1,80,4,4,3,0,2
41,Yes,Travel_Rarely,Research & Development,2,4,1,927,Female,Laboratory Technician,4,Divorced,2778,Y,13,3,3,80,10,2,7,1,0
28,No,Travel_Rarely,Research & Development,9,3,1,930,Female,Research Scientist,3,Divorced,2377,Y,18,3,2,80,6,3,2,2,2
39,Yes,Travel_Rarely,Research & Development,6,3,1,932,Male,Laboratory Technician,1,Married,2404,Y,21,4,4,80,8,1,2,2,2
27,No,Travel_Rarely,Research & Development,4,3,1,933,Female,Research Scientist,3,Single,2318,Y,19,3,3,80,1,3,1,0,0
34,No,Travel_Rarely,Research & Development,10,3,1,934,Male,Laboratory Technician,2,Divorced,2008,Y,14,3,2,80,1,3,1,1,0
42,No,Travel_Rarely,Sales,14,2,1,936,Female,Sales Executive,3,Single,6244,Y,17,3,1,80,10,3,5,0,3
33,No,Travel_Rarely,Research & Development,1,4,1,939,Male,Research Scientist,1,Single,2799,Y,11,3,2,80,6,3,3,0,2
58,No,Travel_Rarely,Research & Development,5,3,1,940,Female,Healthcare Representative,2,Divorced,10552,Y,13,3,4,80,24,3,6,0,4
31,No,Travel_Rarely,Sales,7,4,1,941,Male,Sales Representative,3,Married,2329,Y,15,3,2,80,13,4,7,5,2
35,No,Travel_Rarely,Research & Development,21,1,1,942,Female,Healthcare Representative,4,Married,4014,Y,25,4,4,80,10,1,10,0,7
49,No,Travel_Rarely,Research & Development,8,2,1,944,Female,Laboratory Technician,2,Married,7403,Y,11,3,3,80,29,2,26,1,7
48,No,Travel_Rarely,Research & Development,20,4,1,945,Male,Research Scientist,3,Married,2259,Y,17,3,1,80,13,2,0,0,0
31,No,Non-Travel,Sales,20,2,1,947,Female,Sales Executive,3,Married,6932,Y,13,3,4,80,9,2,9,0,0
36,No,Travel_Rarely,Research & Development,7,4,1,949,Male,Research Scientist,4,Single,4678,Y,18,3,3,80,8,3,6,0,1
38,No,Travel_Rarely,Research & Development,1,3,1,950,Female,Research Director,1,Married,13582,Y,13,3,2,80,15,3,15,5,11
32,No,Non-Travel,Research & Development,1,3,1,951,Female,Laboratory Technician,2,Married,2332,Y,20,4,3,80,5,3,3,0,2
25,Yes,Travel_Rarely,Sales,19,2,1,952,Male,Sales Representative,2,Married,2413,Y,18,3,3,80,1,3,1,0,0
40,No,Travel_Rarely,Sales,10,4,1,954,Male,Sales Executive,2,Divorced,9705,Y,12,3,2,80,11,2,1,0,0
26,No,Travel_Frequently,Sales,1,3,1,956,Male,Sales Executive,1,Single,4294,Y,12,3,2,80,7,3,7,0,7
41,No,Travel_Rarely,Research & Development,6,3,1,957,Male,Laboratory Technician,1,Single,4721,Y,13,3,3,80,20,3,18,2,17
36,No,Travel_Rarely,Research & Development,2,4,1,958,Male,Laboratory Technician,3,Single,2519,Y,21,4,3,80,16,3,11,3,9
19,Yes,Travel_Rarely,Sales,21,3,1,959,Male,Sales Representative,2,Single,2121,Y,13,3,2,80,1,4,1,0,0
20,Yes,Travel_Rarely,Research & Development,4,3,1,960,Male,Laboratory Technician,1,Single,2973,Y,19,3,2,80,1,3,1,0,0
31,No,Travel_Rarely,Research & Development,12,3,1,961,Female,Healthcare Representative,4,Married,5855,Y,11,3,3,80,10,1,9,8,5
40,No,Travel_Frequently,Research & Development,9,4,1,964,Male,Research Scientist,2,Divorced,3617,Y,14,3,4,80,3,3,1,0,0
32,No,Travel_Rarely,Research & Development,3,4,1,966,Female,Manufacturing Director,1,Married,6725,Y,12,3,3,80,8,4,8,6,3
36,Yes,Travel_Rarely,Sales,3,1,1,967,Male,Sales Executive,4,Married,10325,Y,11,3,1,80,16,3,16,3,7
33,No,Travel_Rarely,Research & Development,1,3,1,969,Female,Healthcare Representative,4,Single,6949,Y,14,3,1,80,6,3,5,1,4
37,Yes,Travel_Rarely,Sales,1,4,1,970,Male,Sales Executive,3,Married,10609,Y,11,3,3,80,17,1,14,11,7
45,No,Non-Travel,Research & Development,4,2,1,972,Male,Laboratory Technician,2,Married,4447,Y,12,3,2,80,9,2,9,0,8
29,No,Travel_Frequently,Sales,20,3,1,974,Female,Sales Representative,4,Married,2157,Y,15,3,2,80,3,3,3,0,2
35,No,Travel_Rarely,Sales,18,3,1,975,Female,Sales Executive,3,Married,4601,Y,16,3,2,80,5,3,5,1,0
52,No,Travel_Rarely,Research & Development,1,2,1,976,Male,Manager,4,Married,17099,Y,15,3,2,80,26,2,9,7,8
58,Yes,Travel_Rarely,Research & Development,2,3,1,977,Male,Research Scientist,3,Single,2479,Y,24,4,1,80,7,3,1,0,0
53,No,Travel_Rarely,Sales,2,2,1,981,Male,Manager,3,Divorced,14852,Y,13,3,3,80,22,4,17,15,2
30,No,Travel_Rarely,Sales,8,2,1,982,Male,Sales Executive,3,Divorced,7264,Y,11,3,1,80,10,4,8,7,7
38,No,Non-Travel,Sales,10,3,1,983,Female,Sales Executive,4,Single,5666,Y,13,3,2,80,6,3,5,1,3
35,No,Travel_Rarely,Sales,3,4,1,984,Male,Sales Executive,4,Divorced,7823,Y,13,3,2,80,12,3,10,0,8
39,No,Travel_Rarely,Sales,2,5,1,985,Male,Sales Executive,3,Single,7880,Y,18,3,4,80,9,3,8,0,7
40,Yes,Non-Travel,Sales,24,3,1,986,Female,Sales Executive,2,Single,13194,Y,16,3,4,80,22,2,1,0,0
47,No,Travel_Frequently,Research & Development,16,4,1,987,Male,Manufacturing Director,3,Divorced,5067,Y,19,3,3,80,20,4,19,2,7
36,No,Non-Travel,Sales,8,4,1,990,Male,Sales Executive,4,Divorced,5079,Y,13,3,4,80,12,3,7,0,7
31,Yes,Non-Travel,Research & Development,9,2,1,991,Male,Research Scientist,1,Single,2321,Y,22,4,1,80,4,3,3,1,2
33,No,Non-Travel,Sales,17,3,1,992,Male,Manager,3,Single,17444,Y,11,3,4,80,10,3,10,6,0
29,Yes,Travel_Rarely,Research & Development,10,3,1,994,Female,Research Scientist,1,Single,2404,Y,20,4,3,80,3,3,0,0,0
33,No,Travel_Rarely,Research & Development,13,1,1,995,Female,Research Scientist,4,Single,3452,Y,18,3,1,80,5,3,3,0,2
45,No,Travel_Rarely,Research & Development,1,4,1,996,Female,Laboratory Technician,4,Divorced,2270,Y,14,3,4,80,8,3,5,0,2
50,No,Travel_Rarely,Research & Development,1,2,1,997,Male,Research Director,4,Divorced,17399,Y,22,4,3,80,32,2,5,1,3
33,No,Travel_Frequently,Research & Development,1,4,1,998,Female,Healthcare Representative,2,Married,5488,Y,13,3,1,80,6,3,6,1,2
41,No,Travel_Frequently,Research & Development,9,3,1,999,Male,Research Director,3,Divorced,19419,Y,17,3,2,80,21,4,18,0,11
27,No,Travel_Rarely,Research & Development,16,4,1,1001,Female,Laboratory Technician,2,Married,2811,Y,14,3,2,80,4,3,2,2,2
45,No,Non-Travel,Research & Development,23,2,1,1002,Male,Laboratory Technician,1,Married,3633,Y,15,3,3,80,9,3,9,0,8
47,No,Travel_Rarely,Sales,4,2,1,1003,Female,Sales Executive,4,Single,4163,Y,17,3,3,80,9,3,9,0,7
30,Yes,Travel_Rarely,Research & Development,22,3,1,1004,Female,Research Scientist,3,Married,2132,Y,11,3,2,80,7,3,5,0,1
50,No,Travel_Rarely,Research & Development,24,3,1,1005,Male,Manufacturing Director,3,Married,13973,Y,18,3,4,80,22,3,12,1,5
38,No,Travel_Frequently,Research & Development,10,1,1,1006,Male,Research Scientist,3,Married,2684,Y,17,3,2,80,3,2,2,0,2
46,No,Travel_Rarely,Research & Development,7,2,1,1007,Male,Manufacturing Director,3,Divorced,10845,Y,13,3,2,80,13,3,8,0,7
24,No,Travel_Rarely,Research & Development,17,1,1,1009,Female,Manufacturing Director,3,Divorced,4377,Y,15,3,2,80,5,3,4,3,2
35,Yes,Travel_Rarely,Research & Development,14,4,1,1010,Male,Laboratory Technician,2,Divorced,3743,Y,24,4,4,80,5,1,4,0,2
31,No,Travel_Frequently,Research & Development,1,1,1,1011,Female,Manufacturing Director,1,Married,4148,Y,12,3,3,80,4,3,4,0,3
18,No,Non-Travel,Research & Development,5,2,1,1012,Male,Research Scientist,4,Single,1051,Y,15,3,4,80,0,3,0,0,0
54,No,Travel_Rarely,Research & Development,17,3,1,1013,Female,Manufacturing Director,3,Married,10739,Y,11,3,3,80,22,3,10,0,8
35,No,Travel_Rarely,Research & Development,25,4,1,1014,Female,Healthcare Representative,3,Divorced,10388,Y,11,3,3,80,16,2,16,10,1
30,No,Travel_Rarely,Research & Development,8,2,1,1015,Female,Research Director,1,Married,11416,Y,12,3,3,80,9,2,8,1,7
20,Yes,Travel_Rarely,Research & Development,11,3,1,1016,Female,Research Scientist,1,Single,2600,Y,15,3,1,80,1,3,1,0,0
30,Yes,Travel_Frequently,Research & Development,5,3,1,1017,Female,Laboratory Technician,2,Single,2422,Y,17,3,1,80,4,3,3,1,2
26,No,Travel_Rarely,Research & Development,2,2,1,1018,Male,Manufacturing Director,4,Married,5472,Y,12,3,2,80,8,3,8,1,3
22,No,Travel_Rarely,Research & Development,8,1,1,1019,Male,Laboratory Technician,1,Married,2451,Y,15,3,1,80,4,2,4,1,1
48,No,Travel_Rarely,Research & Development,6,3,1,1022,Male,Healthcare Representative,3,Single,4240,Y,13,3,4,80,19,3,2,2,2
48,No,Travel_Rarely,Research & Development,4,4,1,1024,Male,Healthcare Representative,3,Single,10999,Y,14,3,2,80,27,3,15,4,8
41,No,Travel_Rarely,Research & Development,7,2,1,1025,Female,Manufacturing Director,3,Single,5003,Y,14,3,2,80,8,3,2,2,1
39,No,Travel_Rarely,Research & Development,1,1,1,1026,Female,Manufacturing Director,4,Married,12742,Y,16,3,3,80,21,3,21,11,8
27,No,Travel_Rarely,Research & Development,2,4,1,1027,Female,Manufacturing Director,4,Married,4227,Y,18,3,2,80,4,3,3,2,2
35,No,Travel_Rarely,Research & Development,10,3,1,1028,Male,Laboratory Technician,4,Divorced,3917,Y,20,4,1,80,3,2,3,1,2
42,No,Travel_Rarely,Sales,5,2,1,1029,Male,Manager,3,Married,18303,Y,13,3,2,80,21,4,1,0,0
50,No,Travel_Rarely,Research & Development,9,3,1,1030,Male,Laboratory Technician,4,Married,2380,Y,18,3,2,80,8,3,1,0,0
59,No,Travel_Rarely,Research & Development,2,3,1,1032,Female,Manufacturing Director,4,Single,13726,Y,13,3,1,80,30,3,5,4,3
37,Yes,Travel_Rarely,Research & Development,11,2,1,1033,Female,Healthcare Representative,2,Married,4777,Y,15,3,1,80,15,1,1,0,0
55,No,Travel_Frequently,Research & Development,18,4,1,1034,Male,Healthcare Representative,2,Married,6385,Y,14,3,4,80,17,3,8,6,7
41,No,Non-Travel,Research & Development,7,1,1,1035,Female,Research Director,3,Divorced,19973,Y,22,4,2,80,21,3,21,5,10
38,No,Travel_Rarely,Sales,3,4,1,1036,Male,Sales Executive,4,Single,6861,Y,12,3,3,80,19,3,1,0,0
26,Yes,Non-Travel,Sales,29,2,1,1037,Male,Sales Executive,1,Single,4969,Y,18,3,4,80,7,3,2,2,2
52,Yes,Travel_Rarely,Sales,2,1,1,1038,Female,Manager,4,Married,19845,Y,15,3,4,80,33,3,32,6,9
44,No,Travel_Rarely,Sales,28,3,1,1039,Female,Sales Executive,4,Married,13320,Y,18,3,3,80,23,3,12,11,11
50,No,Non-Travel,Sales,1,3,1,1040,Female,Sales Executive,3,Married,6347,Y,12,3,1,80,19,3,18,0,13
36,Yes,Travel_Rarely,Research & Development,16,4,1,1042,Female,Laboratory Technician,1,Single,2743,Y,16,3,3,80,18,3,17,15,14
39,No,Travel_Frequently,Research & Development,22,3,1,1043,Female,Manufacturing Director,1,Single,10880,Y,13,3,3,80,21,3,21,2,8
33,No,Non-Travel,Sales,8,1,1,1044,Female,Sales Representative,4,Single,2342,Y,19,3,4,80,3,2,2,2,2
45,No,Travel_Rarely,Sales,11,2,1,1045,Female,Manager,4,Married,17650,Y,13,3,2,80,26,4,9,1,1
32,No,Non-Travel,Research & Development,29,4,1,1046,Female,Laboratory Technician,3,Single,4025,Y,12,3,2,80,10,3,8,7,7
34,No,Travel_Rarely,Sales,1,4,1,1047,Male,Sales Executive,4,Divorced,9725,Y,11,3,4,80,16,2,15,0,9
59,No,Travel_Rarely,Sales,1,2,1,1048,Male,Manager,4,Married,11904,Y,14,3,3,80,14,1,6,0,4
45,No,Travel_Rarely,Human Resources,24,4,1,1049,Male,Human Resources,2,Single,2177,Y,16,3,1,80,6,3,6,0,4
53,No,Travel_Frequently,Sales,2,3,1,1050,Female,Sales Executive,2,Married,7525,Y,12,3,1,80,30,3,15,6,12
36,Yes,Travel_Rarely,Research & Development,15,3,1,1052,Male,Laboratory Technician,3,Divorced,4834,Y,14,3,2,80,9,2,1,0,0
26,Yes,Travel_Frequently,Research & Development,2,3,1,1053,Male,Research Scientist,1,Married,2042,Y,14,3,2,80,6,3,3,1,2
34,No,Travel_Rarely,Sales,10,4,1,1055,Female,Sales Representative,3,Married,2220,Y,19,3,4,80,1,3,1,0,0
28,No,Travel_Rarely,Sales,10,1,1,1056,Male,Sales Representative,2,Married,1052,Y,22,4,2,80,1,3,1,0,0
38,No,Travel_Frequently,Research & Development,3,4,1,1060,Male,Research Scientist,3,Married,2821,Y,16,3,1,80,8,3,2,2,2
50,No,Travel_Rarely,Research & Development,2,4,1,1061,Male,Research Director,3,Married,19237,Y,11,3,4,80,29,2,8,7,7
37,No,Travel_Rarely,Research & Development,3,3,1,1062,Female,Healthcare Representative,2,Single,4107,Y,15,3,1,80,8,2,4,0,1
40,No,Travel_Rarely,Sales,26,3,1,1066,Male,Sales Executive,1,Married,8396,Y,14,3,2,80,8,2,7,7,5
26,No,Travel_Frequently,Research & Development,1,1,1,1068,Female,Research Scientist,3,Divorced,2007,Y,13,3,3,80,5,3,5,1,3
46,No,Travel_Rarely,Research & Development,1,4,1,1069,Male,Research Director,4,Divorced,19627,Y,17,3,4,80,23,3,2,2,2
54,No,Travel_Rarely,Sales,2,4,1,1070,Female,Sales Executive,3,Married,10686,Y,11,3,2,80,13,3,9,7,0
56,No,Travel_Frequently,Research & Development,9,3,1,1071,Female,Research Scientist,3,Married,2942,Y,19,3,2,80,18,3,5,0,3
36,No,Travel_Rarely,Research & Development,12,5,1,1073,Female,Manufacturing Director,4,Single,8858,Y,11,3,2,80,15,2,14,7,8
55,No,Non-Travel,Research & Development,2,1,1,1074,Male,Manager,1,Single,16756,Y,15,3,2,80,31,4,9,6,2
43,No,Travel_Rarely,Sales,25,3,1,1076,Male,Sales Executive,4,Divorced,10798,Y,13,3,3,80,18,3,1,0,0
20,Yes,Travel_Frequently,Sales,9,3,1,1077,Female,Sales Representative,4,Single,2323,Y,14,3,2,80,2,3,2,0,2
21,Yes,Travel_Rarely,Research & Development,10,3,1,1079,Female,Laboratory Technician,1,Single,1416,Y,13,3,1,80,1,2,1,1,0
46,No,Travel_Rarely,Research & Development,8,4,1,1080,Female,Research Scientist,1,Divorced,4615,Y,23,4,1,80,19,3,16,1,7
51,Yes,Travel_Rarely,Research & Development,4,4,1,1081,Male,Research Scientist,3,Married,2461,Y,12,3,3,80,18,4,10,2,7
28,Yes,Non-Travel,Research & Development,24,2,1,1082,Male,Healthcare Representative,1,Single,8722,Y,12,3,1,80,10,2,10,1,9
26,No,Travel_Rarely,Research & Development,1,2,1,1083,Male,Laboratory Technician,1,Married,3955,Y,16,3,1,80,6,3,5,1,3
30,No,Travel_Rarely,Research & Development,20,3,1,1084,Male,Manufacturing Director,1,Married,9957,Y,15,3,3,80,7,2,6,0,2
41,No,Travel_Rarely,Research & Development,7,2,1,1085,Female,Research Scientist,3,Married,3376,Y,13,3,3,80,10,3,10,0,8
38,No,Travel_Rarely,Research & Development,17,1,1,1088,Female,Healthcare Representative,3,Married,8823,Y,18,3,1,80,20,2,19,1,9
40,No,Travel_Rarely,Research & Development,20,4,1,1092,Male,Healthcare Representative,4,Married,10322,Y,20,4,4,80,14,3,11,11,1
27,No,Non-Travel,Research & Development,8,5,1,1094,Male,Laboratory Technician,3,Married,4621,Y,19,3,4,80,3,3,3,1,2
55,No,Travel_Frequently,Research & Development,2,1,1,1096,Male,Manufacturing Director,2,Married,10976,Y,18,3,2,80,23,3,3,1,2
28,No,Travel_Rarely,Research & Development,10,3,1,1097,Female,Research Scientist,3,Single,3660,Y,13,3,4,80,10,4,8,1,7
44,Yes,Travel_Rarely,Human Resources,1,2,1,1098,Male,Human Resources,1,Married,10482,Y,14,3,4,80,24,3,20,3,6
33,No,Travel_Rarely,Research & Development,5,3,1,1099,Male,Healthcare Representative,4,Divorced,7119,Y,15,3,3,80,9,3,3,1,2
35,Yes,Travel_Rarely,Sales,4,3,1,1100,Male,Sales Executive,1,Single,9582,Y,22,4,1,80,9,3,8,4,7
33,Yes,Travel_Frequently,Research & Development,29,4,1,1101,Female,Research Scientist,3,Single,4508,Y,22,4,2,80,14,3,13,3,8
28,No,Travel_Rarely,Research & Development,15,2,1,1102,Male,Laboratory Technician,3,Divorced,2207,Y,16,3,4,80,4,2,4,2,2
34,No,Travel_Frequently,Research & Development,3,1,1,1103,Male,Healthcare Representative,4,Single,7756,Y,17,3,3,80,7,2,6,0,4
37,No,Travel_Rarely,Sales,10,4,1,1105,Female,Sales Executive,4,Divorced,6694,Y,14,3,3,80,8,3,1,0,0
25,Yes,Travel_Rarely,Research & Development,4,1,1,1106,Male,Laboratory Technician,4,Married,3691,Y,15,3,2,80,7,4,7,5,6
26,Yes,Travel_Rarely,Research & Development,21,3,1,1107,Male,Laboratory Technician,3,Divorced,2377,Y,20,4,3,80,1,2,1,0,0
33,Yes,Travel_Rarely,Research & Development,25,3,1,1108,Male,Research Scientist,2,Single,2313,Y,20,4,2,80,5,3,2,2,2
42,No,Travel_Rarely,Research & Development,2,2,1,1109,Male,Manager,1,Married,17665,Y,17,3,4,80,23,3,22,13,7
28,Yes,Travel_Frequently,Research & Development,1,3,1,1111,Male,Laboratory Technician,2,Divorced,2596,Y,15,3,1,80,1,3,1,0,0
50,Yes,Travel_Frequently,Sales,1,4,1,1113,Male,Sales Executive,3,Single,4728,Y,14,3,4,80,5,3,0,0,0
33,No,Travel_Frequently,Sales,7,3,1,1114,Female,Sales Executive,2,Married,4302,Y,17,3,3,80,4,3,3,0,2
34,No,Non-Travel,Research & Development,3,4,1,1115,Male,Research Scientist,4,Married,2979,Y,17,3,4,80,6,3,0,0,0
48,No,Non-Travel,Research & Development,1,4,1,1116,Male,Manager,4,Single,16885,Y,22,4,3,80,27,2,5,2,1
45,No,Non-Travel,Sales,9,4,1,1117,Female,Sales Executive,3,Married,5593,Y,13,3,4,80,15,3,15,4,12
52,No,Travel_Rarely,Research & Development,7,4,1,1118,Male,Healthcare Representative,2,Single,10445,Y,19,3,4,80,18,3,8,4,0
38,No,Travel_Rarely,Sales,10,4,1,1119,Male,Sales Executive,3,Divorced,8740,Y,14,3,2,80,9,3,8,2,7
29,No,Travel_Rarely,Research & Development,28,4,1,1120,Female,Research Scientist,4,Divorced,2514,Y,22,4,1,80,11,3,7,1,7
28,No,Travel_Rarely,Research & Development,3,3,1,1121,Female,Manufacturing Director,2,Divorced,7655,Y,17,3,2,80,10,2,9,1,7
46,No,Travel_Rarely,Sales,3,1,1,1124,Male,Manager,3,Married,17465,Y,12,3,4,80,23,3,12,4,9
38,No,Travel_Rarely,Sales,2,2,1,1125,Male,Sales Executive,2,Single,7351,Y,16,3,3,80,10,3,1,0,0
43,No,Travel_Frequently,Research & Development,27,3,1,1126,Female,Manufacturing Director,1,Married,10820,Y,11,3,3,80,18,3,8,0,1
39,Yes,Travel_Frequently,Research & Development,2,3,1,1127,Male,Healthcare Representative,4,Divorced,12169,Y,11,3,4,80,21,3,18,11,5
40,No,Travel_Rarely,Research & Development,14,3,1,1128,Male,Research Director,3,Single,19626,Y,14,3,1,80,21,4,20,4,9
21,No,Travel_Rarely,Research & Development,1,1,1,1131,Female,Research Scientist,2,Single,2070,Y,11,3,3,80,2,4,2,2,2
39,No,Non-Travel,Research & Development,9,3,1,1132,Male,Laboratory Technician,2,Single,6782,Y,15,3,3,80,9,2,5,0,3
36,No,Non-Travel,Research & Development,18,4,1,1133,Male,Manufacturing Director,4,Single,7779,Y,20,4,1,80,18,3,11,0,9
31,No,Travel_Frequently,Sales,20,3,1,1135,Male,Sales Representative,4,Married,2791,Y,12,3,1,80,3,3,2,2,2
28,No,Travel_Rarely,Research & Development,2,1,1,1136,Male,Research Scientist,2,Married,3201,Y,17,3,1,80,6,1,5,0,4
35,No,Travel_Frequently,Sales,11,2,1,1137,Male,Sales Executive,4,Divorced,4968,Y,11,3,4,80,5,3,5,0,2
49,No,Travel_Rarely,Sales,8,4,1,1138,Male,Sales Executive,2,Married,13120,Y,17,3,2,80,22,3,9,2,3
34,No,Travel_Frequently,Research & Development,2,2,1,1140,Male,Manufacturing Director,3,Single,4033,Y,11,3,4,80,5,2,3,0,2
29,No,Travel_Frequently,Research & Development,10,3,1,1143,Female,Research Scientist,2,Divorced,3291,Y,14,3,4,80,8,2,7,1,1
42,No,Travel_Rarely,Research & Development,29,3,1,1148,Male,Laboratory Technician,4,Single,4272,Y,19,3,1,80,16,3,1,0,0
29,No,Travel_Rarely,Research & Development,8,1,1,1150,Male,Manufacturing Director,4,Married,5056,Y,15,3,3,80,10,2,10,1,2
38,No,Travel_Rarely,Human Resources,1,3,1,1152,Male,Human Resources,3,Married,2844,Y,13,3,4,80,7,4,7,5,0
